Record,Spp #,Species,Length (mm),Weight (g),Length (in),Weight (lbs),Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2O Temp (F),H2O Temp (C),NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,Length (cm),100 mm Group
12,58,LS SU,221,95,8.7,0.21,,,5,8,1973,5/8/1973,Koocanusa,Tenmile,1,2 nets,,,2,,Spring,15:00,11:00,40,,,3,2,88.27,TRUE,Pre-Biop,22,200
62,58,LS SU,180,50,7.1,0.11,,,5,8,1973,5/8/1973,Koocanusa,Tenmile,1,3 nets,,,2,,Spring,15:00,11:00,60,,,5,3,85.07,TRUE,Pre-Biop,18,100
150,29,PEA,185,,7.3,,,,5,8,1973,5/8/1973,Koocanusa,Tenmile,1,,,,2,,Spring,15:00,11:00,20,,,8,1,,FALSE,Pre-Biop,18,100
268,58,LS SU,234,,9.2,,,,5,9,1973,5/9/1973,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,10:00,18,,,11,1,,FALSE,Pre-Biop,23,200
336,12,WCT,241,141,9.5,0.31,,,5,9,1973,5/9/1973,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,10:00,18,,,12,1,100.08,TRUE,Pre-Biop,24,200
367,12,WCT,297,290,11.7,0.64,,,5,9,1973,5/9/1973,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,10:00,18,,,13,1,110.61,TRUE,Pre-Biop,29,200
412,1,RB,361,458,14.2,1.01,,,5,9,1973,5/9/1973,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,10:00,18,,,14,1,97.64,TRUE,Pre-Biop,36,300
425,58,LS SU,307,290,12.1,0.64,,,5,9,1973,5/9/1973,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,10:00,18,,,15,1,100,TRUE,Pre-Biop,30,300
508,58,LS SU,330,,13,,,,5,9,1973,5/9/1973,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,10:00,18,,,16,1,,FALSE,Pre-Biop,33,300
9091,1,RB,594,2676,23.4,5.9,,,3,30,1976,3/30/1976,Koocanusa,Tenmile,1,,,,2,,Spring,15:00,10:00,19,,,910,1,127.68,TRUE,Pre-Biop,59,500
9104,1,RB,307,353,12.1,0.78,,,3,30,1976,3/30/1976,Koocanusa,Tenmile,1,,,,2,,Spring,15:00,10:00,19,,,911,1,122,TRUE,Pre-Biop,30,300
9111,1,RB,414,689,16.3,1.52,,,3,30,1976,3/30/1976,Koocanusa,Tenmile,1,,,,2,,Spring,15:00,10:00,19,,,912,1,97.1,TRUE,Pre-Biop,41,400
9298,5,BULL,297,213,11.7,0.47,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,20:00,8:00,12,,,449,1,81.3,TRUE,Pre-Biop,29,200
9305,5,BULL,314,,12.4,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,20:00,8:00,12,,,450,1,,FALSE,Pre-Biop,31,300
9313,5,BULL,325,,12.8,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,20:00,8:00,12,,,451,1,,FALSE,Pre-Biop,32,300
9353,5,BULL,358,390,14.1,0.86,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,20:00,8:00,12,,,452,1,85,TRUE,Pre-Biop,35,300
9378,5,BULL,284,185,11.2,0.41,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,20:00,8:00,12,,,453,1,80.76,TRUE,Pre-Biop,28,200
9413,5,BULL,302,235,11.9,0.52,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,19:00,8:00,13,,,454,1,85.32,TRUE,Pre-Biop,30,300
9442,5,BULL,520,1288,20.5,2.84,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,19:00,8:00,13,,,455,1,91.6,TRUE,Pre-Biop,52,500
9152,5,BULL,317,,12.5,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,20:00,8:00,12,,,462,1,,FALSE,Pre-Biop,31,300
9163,5,BULL,312,263,12.3,0.58,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,20:00,8:00,12,,,463,1,86.59,TRUE,Pre-Biop,31,300
9198,85,MWF,279,,11,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,20:00,8:00,12,,,464,1,,FALSE,Pre-Biop,27,200
9206,5,BULL,325,,12.8,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,20:00,8:00,12,,,465,1,,FALSE,Pre-Biop,32,300
9230,5,BULL,350,390,13.8,0.86,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,20:00,8:00,12,,,439,1,90.96,TRUE,Pre-Biop,35,300
9286,5,BULL,388,,15.3,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,20:00,8:00,12,,,440,1,,FALSE,Pre-Biop,38,300
9290,85,MWF,299,,11.8,,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,20:00,8:00,12,,,441,1,,FALSE,Pre-Biop,29,200
9296,26,LING,368,471,14.5,1.04,,,5,16,1976,5/16/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,20:00,8:00,12,,,477,1,94.51,TRUE,Pre-Biop,36,300
9642,5,BULL,325,294,12.8,0.65,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,456,1,85.64,TRUE,Pre-Biop,32,300
9693,5,BULL,312,254,12.3,0.56,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,457,1,83.63,TRUE,Pre-Biop,31,300
9481,26,LING,416,494,16.4,1.09,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,466,1,68.62,TRUE,Pre-Biop,41,400
9496,12,WCT,388,657,15.3,1.45,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,467,1,112.48,TRUE,Pre-Biop,38,300
9512,85,MWF,325,335,12.8,0.74,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,468,1,97.59,TRUE,Pre-Biop,32,300
9570,85,MWF,307,272,12.1,0.6,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,475,1,94.01,TRUE,Pre-Biop,30,300
9572,56,LN SU,,,,,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,476,1,,FALSE,Pre-Biop,,
9574,5,BULL,233,108,9.2,0.24,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,442,1,85.38,TRUE,Pre-Biop,23,200
9598,85,MWF,309,,12.2,,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,443,1,,FALSE,Pre-Biop,30,300
9617,85,MWF,302,226,11.9,0.5,,,5,17,1976,5/17/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,444,1,82.05,TRUE,Pre-Biop,30,300
9827,5,BULL,365,430,14.4,0.95,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,458,1,88.43,TRUE,Pre-Biop,36,300
9839,5,BULL,330,308,13,0.68,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,459,1,85.71,TRUE,Pre-Biop,33,300
9845,5,BULL,287,195,11.3,0.43,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,460,1,82.49,TRUE,Pre-Biop,28,200
9877,85,MWF,325,,12.8,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,461,1,,FALSE,Pre-Biop,32,300
9717,58,LS SU,,,,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,24,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,469,1,,FALSE,Pre-Biop,,
9727,58,LS SU,,,,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,10,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,470,1,,FALSE,Pre-Biop,,
9737,56,LN SU,,,,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,9,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,471,1,,FALSE,Pre-Biop,,
9747,12,WCT,383,,15.1,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,472,1,,FALSE,Pre-Biop,38,300
9758,5,BULL,386,535,15.2,1.18,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,473,1,93.02,TRUE,Pre-Biop,38,300
9763,5,BULL,314,,12.4,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,474,1,,FALSE,Pre-Biop,31,300
9812,85,MWF,,,,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,18,,North Point Murray,13,2,,Spring,21:00,9:00,12,,,434,1,,FALSE,Pre-Biop,,
9824,5,BULL,233,108,9.2,0.24,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,21:00,9:00,12,,,435,1,85.38,TRUE,Pre-Biop,23,200
9789,5,BULL,378,489,14.9,1.08,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,445,1,90.54,TRUE,Pre-Biop,37,300
9795,26,LING,492,975,19.4,2.15,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,446,1,81.87,TRUE,Pre-Biop,49,400
9803,85,MWF,,,,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,4,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,447,1,,FALSE,Pre-Biop,,
9807,26,LING,495,,19.5,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,448,1,,FALSE,Pre-Biop,49,400
9883,58,LS SU,,,,,,,5,18,1976,5/18/1976,Koocanusa,Rexford,21,,,,2,,Spring,21:00,9:00,12,,,436,1,,FALSE,Pre-Biop,,
9885,5,BULL,320,263,12.6,0.58,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,,,2,,Spring,21:00,9:00,12,,,437,1,80.26,TRUE,Pre-Biop,32,300
9895,5,BULL,424,698,16.7,1.54,,,5,18,1976,5/18/1976,Koocanusa,Rexford,1,,,,2,,Spring,21:00,9:00,12,,,438,1,91.57,TRUE,Pre-Biop,42,400
12214,1,RB,,,,,,,3,21,1977,3/21/1977,Koocanusa,Tenmile,1,,,,2,,Spring,16:00,7:30,93,,,604,6,,FALSE,Pre-Biop,,
12225,1,RB,,,,,,,3,21,1977,3/21/1977,Koocanusa,Tenmile,7,,,,2,,Spring,19:00,7:30,50,,,610,4,,FALSE,Pre-Biop,,
12246,1,RB,,,,,,,3,22,1977,3/22/1977,Koocanusa,Tenmile,7,,,,2,,Spring,8:00,9:30,153,,,598,6,,FALSE,Pre-Biop,,
12453,1,RB,431,689,17,1.52,Male,,3,28,1978,3/28/1978,Koocanusa,Tenmile,1,,,,2,,Spring,15:00,10:00,19,38,3,814,1,86.06,TRUE,Pre-Biop,43,400
12927,56,LN SU,391,671,15.4,1.48,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,7:30,10.5,,,494,1,112.25,TRUE,Pre-Biop,39,300
12969,58,LS SU,307,294,12.1,0.65,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,Mid Sophie,15,2,,Spring,21:00,7:30,10.5,,,495,1,101.61,TRUE,Pre-Biop,30,300
12461,58,LS SU,248,136,9.8,0.3,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,514,1,89.16,TRUE,Pre-Biop,24,200
12509,58,LS SU,228,104,9,0.23,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,515,1,87.75,TRUE,Pre-Biop,22,200
12793,58,LS SU,,,,,,,5,15,1978,5/15/1978,Koocanusa,Rexford,20,,North Point Murray,13,2,,Spring,21:00,7:00,10,,,506,1,,FALSE,Pre-Biop,,
12807,58,LS SU,388,435,15.3,0.96,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,21:00,7:30,10.5,,,507,1,74.47,TRUE,Pre-Biop,38,300
12842,58,LS SU,548,1161,21.6,2.56,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,North Point Murray,13,2,,Spring,21:00,7:30,10.5,,,508,1,70.55,TRUE,Pre-Biop,54,500
12910,58,LS SU,,,,,,,5,15,1978,5/15/1978,Koocanusa,Rexford,36,,North Point Murray,13,2,,Spring,21:00,8:00,11,,,509,1,,FALSE,Pre-Biop,,
12709,58,LS SU,375,589,14.8,1.3,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,7:30,10.5,,,478,1,111.69,TRUE,Pre-Biop,37,300
12749,58,LS SU,322,331,12.7,0.73,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,North Point Tobacco,8,2,,Spring,21:00,7:30,10.5,,,479,1,99.14,TRUE,Pre-Biop,32,300
12545,58,LS SU,342,235,13.5,0.52,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,21:00,8:00,11,,,485,1,58.75,TRUE,Pre-Biop,34,300
12588,58,LS SU,347,439,13.7,0.97,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,21:00,9:00,12,,,486,1,105.07,TRUE,Pre-Biop,34,300
12616,58,LS SU,358,417,14.1,0.92,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,21:00,8:30,11.5,,,487,1,90.88,TRUE,Pre-Biop,35,300
12672,58,LS SU,302,263,11.9,0.58,,,5,15,1978,5/15/1978,Koocanusa,Rexford,1,,South Tobacco,7,2,,Spring,21:00,9:00,12,,,488,1,95.48,TRUE,Pre-Biop,30,300
13118,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,35,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,496,1,,FALSE,Pre-Biop,,
13142,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,39,,Mid Sophie,15,2,,Spring,21:00,8:00,11,,,497,1,,FALSE,Pre-Biop,,
13077,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,41,,North Point Murray,13,2,,Spring,21:00,8:00,11,,,500,1,,FALSE,Pre-Biop,,
13100,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,33,,North Point Murray,13,2,,Spring,21:00,8:00,11,,,501,1,,FALSE,Pre-Biop,,
13034,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,28,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,480,1,,FALSE,Pre-Biop,,
13040,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,31,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,481,1,,FALSE,Pre-Biop,,
13048,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,7,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,482,1,,FALSE,Pre-Biop,,
13052,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,20,,North Point Tobacco,8,2,,Spring,21:00,8:00,11,,,483,1,,FALSE,Pre-Biop,,
13068,58,LS SU,,,,,,,5,16,1978,5/16/1978,Koocanusa,Rexford,33,,North Point Tobacco,8,2,,Spring,21:00,9:30,12.5,,,484,1,,FALSE,Pre-Biop,,
13353,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,26,,Mid Sophie,15,2,,Spring,21:00,9:30,12.5,,,498,1,,FALSE,Pre-Biop,,
13361,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,16,,Mid Sophie,15,2,,Spring,20:00,9:00,13,,,499,1,,FALSE,Pre-Biop,,
13156,58,LS SU,515,1016,20.3,2.24,,,5,17,1978,5/17/1978,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:30,11.5,,,512,1,74.38,TRUE,Pre-Biop,51,500
13182,58,LS SU,243,,9.6,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,1,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,513,1,,FALSE,Pre-Biop,24,200
13218,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,14,,North Black Lake,3,2,,Spring,21:00,8:30,11.5,,,516,1,,FALSE,Pre-Biop,,
13224,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,22,,North Black Lake,3,2,,Spring,21:00,8:00,11,,,517,1,,FALSE,Pre-Biop,,
13231,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,27,,North Black Lake,3,2,,Spring,22:00,8:00,10,,,518,1,,FALSE,Pre-Biop,,
13299,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,13,,North Point Murray,13,2,,Spring,22:00,9:00,11,,,502,1,,FALSE,Pre-Biop,,
13307,58,LS SU,,,,,,,5,17,1978,5/17/1978,Koocanusa,Rexford,39,,North Point Murray,13,2,,Spring,22:00,9:00,11,,,503,1,,FALSE,Pre-Biop,,
