Record,SppNumb,Species,Length_mm,Weight_g,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,NetNumb,NetCount,Condition (Fulton's K),Condition Filtered,Strategy,100mmGroup
69053,8,KOK,290,234,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,South Point Tenmile,6,1,,Fall,433,,95.94,TRUE,Biop,200
69075,8,KOK,285,248,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,107.13,TRUE,Biop,200
69069,8,KOK,290,250,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,102.51,TRUE,Biop,200
69073,8,KOK,295,270,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,105.17,TRUE,Biop,200
69067,8,KOK,296,250,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,96.4,TRUE,Biop,200
69070,8,KOK,300,280,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,103.7,TRUE,Biop,300
69071,8,KOK,300,280,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,103.7,TRUE,Biop,300
69076,8,KOK,300,290,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,107.41,TRUE,Biop,300
69077,8,KOK,305,320,Male,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,112.78,TRUE,Biop,300
69072,8,KOK,306,298,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,104,TRUE,Biop,300
69074,8,KOK,310,318,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,106.74,TRUE,Biop,300
69068,8,KOK,326,336,Male,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,North Point Fivemile,7,1,,Fall,434,,96.98,TRUE,Biop,300
69142,8,KOK,247,130,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,86.27,TRUE,Biop,200
69143,8,KOK,265,162,Male,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,87.05,TRUE,Biop,200
69138,8,KOK,285,192,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,82.94,TRUE,Biop,200
69140,8,KOK,293,214,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,85.08,TRUE,Biop,200
69137,8,KOK,304,202,Male,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,71.9,TRUE,Biop,300
69146,8,KOK,305,264,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,93.05,TRUE,Biop,300
69144,8,KOK,307,258,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,89.17,TRUE,Biop,300
69145,8,KOK,310,270,Male,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,90.63,TRUE,Biop,300
69139,8,KOK,311,254,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,84.44,TRUE,Biop,300
69141,8,KOK,311,256,Female,,10,10,1995,10/10/1995,Koocanusa,Tenmile,1,,Big Slide,10,1,,Fall,436,,85.11,TRUE,Biop,300
69153,8,KOK,275,176,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,84.63,TRUE,Biop,200
69177,8,KOK,275,206,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,99.05,TRUE,Biop,200
69176,8,KOK,277,210,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,98.81,TRUE,Biop,200
69180,8,KOK,285,247,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,106.7,TRUE,Biop,200
69181,8,KOK,287,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,109.98,TRUE,Biop,200
69168,8,KOK,291,235,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,95.36,TRUE,Biop,200
69172,8,KOK,296,252,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,97.17,TRUE,Biop,200
69173,8,KOK,296,252,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,97.17,TRUE,Biop,200
69169,8,KOK,298,253,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,95.6,TRUE,Biop,200
69156,8,KOK,300,238,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,88.15,TRUE,Biop,300
69161,8,KOK,300,248,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,91.85,TRUE,Biop,300
69179,8,KOK,300,280,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,103.7,TRUE,Biop,300
69175,8,KOK,302,272,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,98.75,TRUE,Biop,300
69164,8,KOK,303,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,93.46,TRUE,Biop,300
69165,8,KOK,303,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,93.46,TRUE,Biop,300
69171,8,KOK,305,272,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,95.87,TRUE,Biop,300
69170,8,KOK,306,274,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,95.63,TRUE,Biop,300
69157,8,KOK,307,258,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,89.17,TRUE,Biop,300
69167,8,KOK,309,278,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,94.23,TRUE,Biop,300
69178,8,KOK,309,298,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,101,TRUE,Biop,300
69154,8,KOK,311,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,86.44,TRUE,Biop,300
69163,8,KOK,311,280,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,93.08,TRUE,Biop,300
69166,8,KOK,312,286,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,94.17,TRUE,Biop,300
69159,8,KOK,313,280,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,91.31,TRUE,Biop,300
69162,8,KOK,319,302,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,93.03,TRUE,Biop,300
69160,8,KOK,320,300,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,91.55,TRUE,Biop,300
69174,8,KOK,322,328,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,98.24,TRUE,Biop,300
69155,8,KOK,325,297,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,86.52,TRUE,Biop,300
69158,8,KOK,330,328,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South of Far South Tobacco,5,1,,Fall,437,,91.27,TRUE,Biop,300
69205,8,KOK,290,238,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,97.58,TRUE,Biop,200
69202,8,KOK,291,239,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,96.99,TRUE,Biop,200
69198,8,KOK,294,238,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,93.66,TRUE,Biop,200
69209,8,KOK,295,258,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,100.5,TRUE,Biop,200
69212,8,KOK,295,270,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,105.17,TRUE,Biop,200
69207,8,KOK,298,262,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,99,TRUE,Biop,200
69213,8,KOK,298,300,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,113.36,TRUE,Biop,200
69195,8,KOK,300,248,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,91.85,TRUE,Biop,300
69201,8,KOK,302,266,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,96.57,TRUE,Biop,300
69197,8,KOK,303,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,93.46,TRUE,Biop,300
69210,8,KOK,304,288,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,102.51,TRUE,Biop,300
69196,8,KOK,305,264,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,93.05,TRUE,Biop,300
69211,8,KOK,305,297,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,104.68,TRUE,Biop,300
69208,8,KOK,307,288,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,99.54,TRUE,Biop,300
69203,8,KOK,308,284,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,97.2,TRUE,Biop,300
69206,8,KOK,309,289,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,97.95,TRUE,Biop,300
69200,8,KOK,316,304,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,96.34,TRUE,Biop,300
69204,8,KOK,335,366,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,97.35,TRUE,Biop,300
69199,8,KOK,337,361,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,South Tobacco,7,1,,Fall,438,,94.32,TRUE,Biop,300
69241,8,KOK,265,177,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,95.11,TRUE,Biop,200
69255,8,KOK,284,250,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,109.14,TRUE,Biop,200
69256,8,KOK,287,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,109.98,TRUE,Biop,200
69248,8,KOK,290,240,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,98.41,TRUE,Biop,200
69249,8,KOK,290,242,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,99.23,TRUE,Biop,200
69252,8,KOK,292,253,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,101.62,TRUE,Biop,200
69243,8,KOK,295,245,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,95.43,TRUE,Biop,200
69254,8,KOK,295,264,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,102.83,TRUE,Biop,200
69250,8,KOK,296,258,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,99.48,TRUE,Biop,200
69225,8,KOK,300,217,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,80.37,TRUE,Biop,300
69235,8,KOK,300,243,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,90,TRUE,Biop,300
69251,8,KOK,300,274,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,101.48,TRUE,Biop,300
69253,8,KOK,300,277,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,102.59,TRUE,Biop,300
69244,8,KOK,301,262,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,96.07,TRUE,Biop,300
69236,8,KOK,303,251,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,90.23,TRUE,Biop,300
69227,8,KOK,304,238,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,84.71,TRUE,Biop,300
69245,8,KOK,307,278,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,96.08,TRUE,Biop,300
69226,8,KOK,308,245,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,83.85,TRUE,Biop,300
69232,8,KOK,309,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,88.12,TRUE,Biop,300
69239,8,KOK,309,275,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,93.21,TRUE,Biop,300
69240,8,KOK,310,280,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,93.99,TRUE,Biop,300
69242,8,KOK,310,284,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,95.33,TRUE,Biop,300
69247,8,KOK,310,288,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,96.67,TRUE,Biop,300
69233,8,KOK,313,272,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,88.7,TRUE,Biop,300
69246,8,KOK,313,295,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,96.2,TRUE,Biop,300
69238,8,KOK,315,290,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,92.78,TRUE,Biop,300
69228,8,KOK,317,278,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,87.27,TRUE,Biop,300
69234,8,KOK,318,288,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,89.56,TRUE,Biop,300
69231,8,KOK,319,286,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,88.1,TRUE,Biop,300
69237,8,KOK,319,300,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,92.42,TRUE,Biop,300
69230,8,KOK,320,288,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,87.89,TRUE,Biop,300
69229,8,KOK,327,307,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Tobacco,8,1,,Fall,439,,87.8,TRUE,Biop,300
69316,8,KOK,235,100,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,77.05,TRUE,Biop,200
69321,8,KOK,256,146,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,87.02,TRUE,Biop,200
69315,8,KOK,260,134,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,76.24,TRUE,Biop,200
69341,8,KOK,270,262,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,133.11,TRUE,Biop,200
69318,8,KOK,278,184,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,85.64,TRUE,Biop,200
69323,8,KOK,283,200,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,88.24,TRUE,Biop,200
69338,8,KOK,288,236,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,98.79,TRUE,Biop,200
69336,8,KOK,292,236,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,94.79,TRUE,Biop,200
69337,8,KOK,292,238,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,95.59,TRUE,Biop,200
69325,8,KOK,295,230,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,89.59,TRUE,Biop,200
69335,8,KOK,295,240,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,93.49,TRUE,Biop,200
69322,8,KOK,296,226,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,87.14,TRUE,Biop,200
69333,8,KOK,296,240,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,92.54,TRUE,Biop,200
69339,8,KOK,296,258,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,99.48,TRUE,Biop,200
69340,8,KOK,296,286,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,110.28,TRUE,Biop,200
69324,8,KOK,300,240,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,88.89,TRUE,Biop,300
69331,8,KOK,300,248,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,91.85,TRUE,Biop,300
69334,8,KOK,300,250,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,92.59,TRUE,Biop,300
69326,8,KOK,302,248,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,90.04,TRUE,Biop,300
69329,8,KOK,302,252,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,91.49,TRUE,Biop,300
69332,8,KOK,303,256,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,92.03,TRUE,Biop,300
69328,8,KOK,310,270,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,90.63,TRUE,Biop,300
69320,8,KOK,312,264,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,86.92,TRUE,Biop,300
69330,8,KOK,315,286,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,91.5,TRUE,Biop,300
69317,8,KOK,316,266,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,84.3,TRUE,Biop,300
69327,8,KOK,318,290,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,90.18,TRUE,Biop,300
69319,8,KOK,352,374,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Murray,13,1,,Fall,441,,85.75,TRUE,Biop,300
69342,8,KOK,,,,,10,11,1995,10/11/1995,Koocanusa,Rexford,7,,North Point Murray,13,1,,Fall,441,,,FALSE,Biop,
69379,8,KOK,227,118,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,100.88,TRUE,Biop,200
69377,8,KOK,255,164,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,98.91,TRUE,Biop,200
69366,8,KOK,275,187,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,89.92,TRUE,Biop,200
69381,8,KOK,287,254,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,107.45,TRUE,Biop,200
69363,8,KOK,292,220,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,88.36,TRUE,Biop,200
69373,8,KOK,295,250,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,97.38,TRUE,Biop,200
69375,8,KOK,298,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,98.25,TRUE,Biop,200
69370,8,KOK,302,260,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,94.4,TRUE,Biop,300
69371,8,KOK,302,264,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,95.85,TRUE,Biop,300
69378,8,KOK,303,279,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,100.29,TRUE,Biop,300
69364,8,KOK,305,254,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,89.52,TRUE,Biop,300
69367,8,KOK,305,259,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,91.29,TRUE,Biop,300
69368,8,KOK,305,262,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,92.34,TRUE,Biop,300
69376,8,KOK,305,279,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,98.33,TRUE,Biop,300
69372,8,KOK,307,278,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,96.08,TRUE,Biop,300
69380,8,KOK,310,310,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,104.06,TRUE,Biop,300
69369,8,KOK,312,285,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,93.84,TRUE,Biop,300
69374,8,KOK,312,298,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,98.12,TRUE,Biop,300
69365,8,KOK,325,308,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Point Young,17,1,,Fall,442,,89.72,TRUE,Biop,300
69402,8,KOK,278,189,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,87.97,TRUE,Biop,200
69408,8,KOK,285,219,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,94.6,TRUE,Biop,200
69413,8,KOK,286,254,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,108.58,TRUE,Biop,200
69409,8,KOK,293,244,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,97,TRUE,Biop,200
69393,8,KOK,295,268,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,2,104.39,TRUE,Biop,200
69404,8,KOK,296,240,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,92.54,TRUE,Biop,200
69410,8,KOK,296,258,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,99.48,TRUE,Biop,200
69412,8,KOK,301,279,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,102.31,TRUE,Biop,300
69406,8,KOK,303,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,93.46,TRUE,Biop,300
69405,8,KOK,304,260,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,92.54,TRUE,Biop,300
69403,8,KOK,306,265,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,92.49,TRUE,Biop,300
69407,8,KOK,306,268,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,93.53,TRUE,Biop,300
69411,8,KOK,312,305,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,100.42,TRUE,Biop,300
69401,8,KOK,316,264,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,North Sophie,18,1,,Fall,443,,83.66,TRUE,Biop,300
69428,8,KOK,236,120,,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,91.29,TRUE,Biop,200
69433,8,KOK,285,246,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,106.27,TRUE,Biop,200
69430,8,KOK,304,264,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,93.97,TRUE,Biop,300
69427,8,KOK,306,254,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,88.65,TRUE,Biop,300
69432,8,KOK,306,290,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,101.21,TRUE,Biop,300
69431,8,KOK,307,281,Female,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,97.12,TRUE,Biop,300
69426,8,KOK,310,258,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,86.6,TRUE,Biop,300
69429,8,KOK,341,365,Male,,10,11,1995,10/11/1995,Koocanusa,Rexford,1,,Sandhill,19,1,,Fall,444,,92.05,TRUE,Biop,300
